#,question,a,b,c,d,correct_answer,category
7,Η αποτελεσματικότητα του δημόσιου τομέα μπορεί να βελτιωθεί όταν πραγματοποιηθούν αλλαγές:,Στον τρόπο σκέψης,Στη νοοτροπία,Στη στρατηγική,Σε όλες τις λοιπές απαντήσεις,3,Δημόσια Διοίκηση και Διαχείριση Ανθρώπινου Δυναμικού
8,Ένας εξωτερικός παράγοντας που είναι πιθανόν να οδηγήσει έναν σύγχρονο οργανισμό σε επιχειρησιακές αλλαγές είναι:,Το επίπεδο εξειδίκευσης των υπαλλήλων,Οι αξίες του οργανισμού,Οι πιέσεις των πολιτών,Ο τεχνολογικός εξοπλισμός που επηρεάζει τη λειτουργία του προσωπικού,2,Δημόσια Διοίκηση και Διαχείριση Ανθρώπινου Δυναμικού
9,Ποιο από τα παρακάτω χαρακτηρίζει τη δημιουργική ποιότητας (creative quality) και την καινοτομία αξίας (value innovation);,Η ικανοποίηση (με την έννοια της ικανοποίησης των αναγκών του πολίτη),Η έρευνα,Η ταχύτητα,Η τεχνογνωσία,0,Δημόσια Διοίκηση και Διαχείριση Ανθρώπινου Δυναμικού
10,Ποια βήματα περιλαμβάνει η διαδικασία λήψης αποφάσεων;,Εντοπισμό του προβλήματος - ανάπτυξη και αξιολόγηση εναλλακτικών λύσεων- υλοποίηση της απόφασης,Συγκέντρωση εναλλακτικών λύσεων-αξιολόγηση εναλλακτικών λύσεων-επιλογή βέλτιστης λύσης,"Εντοπισμό του προβλήματος-ανάπτυξη, ανάλυση και αξιολόγηση εναλλακτικών λύσεων-υλοποίηση της απόφασης",Διαπίστωση προβλήματος ή ευκαιρίας- συζήτηση με τα μέλη της ομάδας- υλοποίηση απόφασης,2,Δημόσια Διοίκηση και Διαχείριση Ανθρώπινου Δυναμικού
11,Σημειώστε το λάθος! Οι on line συναλλαγές των φορέων του δημόσιου τομέα σημαίνουν:,Καλύτερες σχέσεις πολίτη – κράτους,Αδιαφάνεια στη δημόσια διοίκηση,Καλύτερη παροχή υπηρεσιών,Αποτελεσματικότερη οργάνωση,1,Δημόσια Διοίκηση και Διαχείριση Ανθρώπινου Δυναμικού
12,Ο όρος «εκφοβισμός στον χώρο εργασίας» (workplace bullying) σημαίνει:,"Κακομεταχείριση με απειλές ή ταπείνωση, δολιοφθορά, λεκτική κακοποίηση",Ανθυγιεινό περιβάλλον εργασίας,Προσδοκίες οι οποίες είναι δύσκολο να πραγματοποιηθούν,"Τραυματισμοί που προκαλούνται από παρατεταμένες, επαναλαμβανόμενες σωματικές εργασίες",0,Δημόσια Διοίκηση και Διαχείριση Ανθρώπινου Δυναμικού
13,Ποιο από τα παρακάτω συνοδεύει προαιρετικά τα αιτήματα των Υπουργείων για προσωπικό στο πλαίσιο του ετήσιου προγραμματισμού ανθρώπινου δυναμικού;,"Η τεκμηρίωση αναγκαιότητας, για την πρόσληψη του προσωπικού, βάσει των στρατηγικών προτεραιοτήτων και αναγκών του φορέα",Ο αριθμός των κενών θέσεων του φορέα,Οι ανάγκες που καλύπτονται από τη διαδικασία της κινητικότητας,Το πιστοποιητικό ορθής και ολοκληρωμένης εφαρμογής του Κοινού Πλαισίου Αξιολόγησης (Κ.Π.Α.),3,Δημόσια Διοίκηση και Διαχείριση Ανθρώπινου Δυναμικού
14,Στην αρμοδιότητα του Ανώτατου Συμβουλίου Επιλογής Προσωπικού (Α.Σ.Ε.Π.) υπάγεται η πλήρωση θέσεων που προβλέπονται στον ετήσιο προγραμματισμό ανθρώπινου δυναμικού της δημόσιας διοίκησης και αφορούν σε:,Τακτικό προσωπικό μόνον,Τακτικό και εποχικό προσωπικό,Τακτικό προσωπικό οπωσδήποτε και σε εποχικό προσωπικό ενίοτε,Μόνιμο προσωπικό,1,Δημόσια Διοίκηση και Διαχείριση Ανθρώπινου Δυναμικού
15,"Ποιο από τα παρακάτω είναι ορθό, σύμφωνα με τον ν. 4765/2021;;",Το Ανώτατο Συμβούλιο Επιλογής Προσωπικού (Α.Σ.Ε.Π.) υπόκειται σε εποπτεία και οποιονδήποτε έλεγχο νομιμότητας ή σκοπιμότητας από κυβερνητικά όργανα ή άλλες διοικητικές αρχές,Το Α.Σ.Ε.Π. λειτουργεί ως Νομικό Πρόσωπο Δημοσίου Δικαίου κατά το άρθρο 101Α και την παρ. 7 του άρθρου 103 του Συντάγματος,"Αποστολή του Α.Σ.Ε.Π. είναι η εφαρμογή του θεσμικού πλαισίου για διαδικασίες που αφορούν στο ανθρώπινο δυναμικό των υπηρεσιών του Δημοσίου με όρους διαφάνειας, αντικειμενικότητας και αξιοκρατίας",Το Α.Σ.Ε.Π. υπόκειται σε εποπτεία και έλεγχο νομιμότητας από τη Βουλή,2,Δημόσια Διοίκηση και Διαχείριση Ανθρώπινου Δυναμικού
16,"Σύμφωνα με τον ν. 4765/2021, η προκήρυξη των θέσεων μέσω Α.Σ.Ε.Π. (Ανώτατο Συμβούλιο Επιλογής Προσωπικού) είναι υποχρεωτική για την πρόσληψη:",Δικηγόρων με έμμισθη εντολή,Καλλιτεχνικού προσωπικού κρατικών θεάτρων,Υπαλλήλων διπλωματικού κλάδου,Τακτικού προσωπικού Ανεξάρτητων Αρχών,3,Δημόσια Διοίκηση και Διαχείριση Ανθρώπινου Δυναμικού
17,"Σύμφωνα με τον ν. 4765/2021, ποια από τις παρακάτω περιπτώσεις συνιστά νόμιμο λόγο εξαίρεσης από την υποχρέωση προκήρυξης θέσεων προς πρόσληψη μέσω του Ανώτατου Συμβουλίου Επιλογής Προσωπικού (Α.Σ.Ε.Π.);",Η πρόσληψη των μονίμων υπαλλήλων δημοτικής αστυνομίας,Η πρόσληψη μόνιμου νοσηλευτικού προσωπικού σε δημόσιο νοσοκομείο,Η επιλογή τακτικού προσωπικού των Οργανισμών Τοπικής Αυτοδιοίκησης,Η επιλογή των υπαλλήλων του διπλωματικού κλάδου,3,Δημόσια Διοίκηση και Διαχείριση Ανθρώπινου Δυναμικού
