#,question,a,b,c,d,correct_answer,category
22,Ποιο από τα παρακάτω ΔΕΝ αληθεύει;,Το Κόμμα Φιλελευθέρων απείχε από τις δεύτερες εκλογές του  1915,Το Κ.Κ.Ε. απείχε από τις εκλογές του 1946,Η Ένωση Κέντρου απείχε από τις εκλογές του 1961,Η αντιβενιζελική παράταξη  απείχε από τις εκλογές του 1923,2,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
23,Τι ήταν τα «Σεπτεμβριανά» του 1955;,Επεισόδια που έλαβαν χώρα στην Αθήνα όταν μεταφράστηκε το Ευαγγέλιο στη δημοτική γλώσσα,Αιματηρές συγκρούσεις διαδηλωτών και αστυνομίας μετά τον εξαναγκασμό σε παραίτηση της κυβέρνησης του Γεωργίου Παπανδρέου,Επεισόδια που προκάλεσαν Τούρκοι σε βάρος των Ελλήνων της Κωνσταντινούπολης και του Οικουμενικού Πατριαρχείου,Μαζικές διαδηλώσεις που ξέσπασαν  στην είδηση της δολοφονίας του βουλευτή Γρηγόρη Λαμπράκη,2,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
24,Πότε συνδέθηκε η Ελλάδα με τις λεγόμενες τότε Ευρωπαϊκές Κοινότητες;,Στη δεκαετία του 1950,Στη δεκαετία του 1960,Στη δεκαετία του 1970,Στη δεκαετία του 1980,1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
25,Ποιος ήταν ο Ηλίας Ηλιού;,Γενικός Γραμματέας του Κ.Κ.Ε.,Κοινοβουλευτικός εκπρόσωπος της Ε.Δ.Α. πριν τη δικτατορία και Πρόεδρός της τα πρώτα χρόνια μετά τη Μεταπολίτευση,Ηγέτης της αριστερής πτέρυγας της Ένωσης Κέντρου πριν τη δικτατορία,"Ηγετικό στέλεχος της προδικτατορικής Αριστεράς που, όμως, δεν εκλέχθηκε βουλευτής",1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
26,Το βραβείο Νόμπελ λογοτεχνίας απονεμήθηκε:,Το 1952 στο Νικόλαο Καζαντζάκη,Το 1963 στον Γεώργιο Σεφέρη,Το 1936 στον Κωστή Παλαμά,Το 1976 στον Αντώνη Σαμαράκη,1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
27,Ποιου μεγάλου Έλληνα ποιητή η κηδεία το 1971 έγινε αφορμή για να εκδηλώσουν οι πολίτες τα αισθήματά τους κατά της δικτατορίας;,Του Γεωργίου Σεφέρη,Του Κωστή Παλαμά,Του Οδυσσέα Ελύτη,Του ΄Αγγελου Σικελιανού,0,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
28,Τι τιμάμε κάθε χρόνο στις 17 Νοεμβρίου;,Την αποκατάσταση της Δημοκρατίας το 1974,Τη φοιτητική εξέγερση κατά της δικτατορίας το 1973,Την απόπειρα δολοφονίας του δικτάτορα Παπαδόπουλου από τον Αλέκο Παναγούλη,Την μαζική διαμαρτυρία κατά της δικτατορίας που έγινε κατά την κηδεία του Γεωργίου Παπανδρέου το 1968,1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
29,"Γιατί αποχώρησε η Ελλάδα, με απόφαση του τότε πρωθυπουργού Κωνσταντίνου Καραμανλή, από το στρατιωτικό σκέλος του ΝΑΤΟ το 1974;",Σε ένδειξη διαμαρτυρίας για τη στάση των συμμαχικών χωρών έναντι της τουρκικής εισβολής στην Κύπρο,Λόγω των υψηλών αμυντικών δαπανών που συνεπαγόταν η συμμετοχή σε αυτό,Λόγω του ότι έγινε δεκτή η αίτηση εισδοχής της Τουρκίας στο ΝΑΤΟ,Λόγω της στάσης που τήρησε το ΝΑΤΟ έναντι της δικτατορίας,0,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
30,Ποιος εξελέγη πρώτος Πρόεδρος της Ελληνικής Δημοκρατίας μετά την ψήφιση του Συντάγματος του 1975;,Ο Κωνσταντίνος Καραμανλής,Ο Ανδρέας Παπανδρέου,Ο Κωνσταντίνος Τσάτσος,Ο Μιχαήλ Στασινόπουλος,2,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
31,Ποιοι από τους παρακάτω ΔΕΝ δικάσθηκαν μετά την πτώση της δικτατορίας;,Οι υπεύθυνοι για το πραξικόπημα,Οι βασανιστές των φυλακισμένων αντιπάλων της δικτατορίας,Οι πρωταγωνιστές της κατάπνιξης της εξέγερσης του Πολυτεχνείου,Οι διατελέσαντες υπουργοί της δικτατορίας που δεν είχαν μετάσχει στο πραξικόπημα,3,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
32,Πότε έγινε η Ελλάδα μέλος της Ευρωπαϊκής Οικονομικής Κοινότητας (Ε.Ο.Κ.):,Το 1975,Το 1981,Το 1985,Το 1991,1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
33,Πρώτη πολιτιστική πρωτεύουσα της Ευρώπης ήταν η Αθήνα:,Το 1982,Το 1985,Το 1991,Το 1996,1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
34,Οι Ανδρέας Παπανδρέου και Κωνσταντίνος Καραμανλής «συγκατοίκησαν» στα αξιώματα του Πρωθυπουργού και του Προέδρου της Δημοκρατίας αντίστοιχα:,Δύο φορές,Μία φορά,Τρεις φορές,Ποτέ,0,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
35,Πότε λειτούργησε για πρώτη φορά κατά την περίοδο της μεταπολίτευσης το Ειδικό Δικαστήριο που είναι αρμόδιο για την εκδίκαση υποθέσεων ποινικής ευθύνης υπουργών;,Το 1985,Το 1989,Το 1995,Το 2000,1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
36,Ποιος  Έλληνας βουλευτής δολοφονήθηκε από την οργάνωση 17 Νοέμβρη το 1989;,Ο Χρήστος Λαδάς,Ο Γρηγόρης Λαμπράκης,Ο Παύλος Μπακογιάννης,Ο Ίων Δραγούμης,2,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
37,Η κρίση των Ιμίων έλαβε χώρα:,Το 1992,Το 1996,Το 2000,Το 2004,1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
38,Ποια από τις παρακάτω διετέλεσε πρώτη πρόεδρος της Βουλής των Ελλήνων;,Η Ιωάννα Τσάτσου,Η Άννα Μπενάκη – Ψαρούδα,Η Αμαλία Φλέμιγκ,Η Άννα Συνοδινού,1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
39,"Ποιος από τους παρακάτω πρωθυπουργούς της Μεταπολίτευσης, που διακήρυσσε την ανάγκη για ήπιο πολιτικό κλίμα, είχε τη συντομότερη θητεία;",Ο Κωνσταντίνος Μητσοτάκης,Ο Γεώργιος Ράλλης,Ο Γιώργος Παπανδρέου,Ο Αντώνης Σαμαράς,1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
40,Πότε έγινε η Κύπρος μέλος της Ευρωπαϊκής Ένωσης;,Το 1998,Το 2000,Το 2004,Το 2008,2,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
41,Ποιο από τα παρακάτω ΔΕΝ αληθεύει για την περίοδο της Μεταπολίτευσης 1975 έως και σήμερα;,Οι αναθεωρήσεις του Συντάγματος έγιναν με τον προβλεπόμενο συνταγματικά τρόπο,Είναι η περίοδος με τον μεγαλύτερο μέσο όρο πρωθυπουργικής θητείας,Δεν υπήρξε στρατιωτικό κίνημα ή πραξικόπημα,Δεν σημειώθηκε πρόωρη παραίτηση Προέδρου Δημοκρατίας,3,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
